period,GPR,gpr_threats,gpr_acts,total_articles,gpr_article_proportion,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,log_GPR,normalized_gpr,product,price,log_price,normalized_price
2023-08-01,101.14,117.61,83.61,16482.0,3.03,0.55,0.07,1.34,0.26,0.06,0.62,0.53,0.17,4.616505695651837,0.369647220193965,UK Brent Crude Oil,86.15,4.456089962973938,0.8312535602998579
2023-08-01,101.14,117.61,83.61,16482.0,3.03,0.55,0.07,1.34,0.26,0.06,0.62,0.53,0.17,4.616505695651837,0.369647220193965,WTI Crude Oil,81.39,4.3992524153389505,0.8094977506907471
2023-09-01,98.84,125.99,68.47,16529.0,2.96,0.33,0.0,1.41,0.09,0.06,0.78,0.26,0.17,4.593502381120409,0.36071221601102005,WTI Crude Oil,89.43,4.49345619635809,0.8455563001811749
2023-09-01,98.84,125.99,68.47,16529.0,2.96,0.33,0.0,1.41,0.09,0.06,0.78,0.26,0.17,4.593502381120409,0.36071221601102005,UK Brent Crude Oil,93.72,4.540311613639595,0.8634912319287291
2023-10-01,197.89,205.04,221.8,16747.0,5.94,1.01,0.02,1.99,0.32,0.28,1.42,0.6,1.42,5.287711320760812,0.6303585650643462,WTI Crude Oil,85.64,4.450152463721482,0.8289808531077698
2023-10-01,197.89,205.04,221.8,16747.0,5.94,1.01,0.02,1.99,0.32,0.28,1.42,0.6,1.42,5.287711320760812,0.6303585650643462,UK Brent Crude Oil,90.6,4.506454213048934,0.850531574241873
2023-11-01,156.7,143.49,189.55,15979.0,4.7,0.75,0.0,1.61,0.38,0.31,2.11,0.48,1.32,5.054333149361975,0.5397092399504474,WTI Crude Oil,77.69,4.3527265489623295,0.7916889617315697
2023-11-01,156.7,143.49,189.55,15979.0,4.7,0.75,0.0,1.61,0.38,0.31,2.11,0.48,1.32,5.054333149361975,0.5397092399504474,UK Brent Crude Oil,82.94,4.418117454818235,0.8167187555415445
2023-12-01,142.06,136.18,173.54,15536.0,4.26,0.67,0.13,1.64,0.23,0.21,1.83,0.65,0.97,4.956249503569664,0.5016113482646443,UK Brent Crude Oil,77.63,4.351953950417589,0.7913932328068878
2023-12-01,142.06,136.18,173.54,15536.0,4.26,0.67,0.13,1.64,0.23,0.21,1.83,0.65,0.97,4.956249503569664,0.5016113482646443,WTI Crude Oil,71.9,4.275276264727001,0.762043178123586
2024-01-01,159.75,140.49,207.64,15966.0,4.79,0.92,0.12,1.59,0.35,0.22,2.17,0.57,0.94,5.073610093257644,0.5471968380575323,WTI Crude Oil,74.15,4.306090068583941,0.7738378328534007
2024-01-01,159.75,140.49,207.64,15966.0,4.79,0.92,0.12,1.59,0.35,0.22,2.17,0.57,0.94,5.073610093257644,0.5471968380575323,UK Brent Crude Oil,80.12,4.383525510797617,0.8034779353542514
2024-02-01,146.5,140.15,171.07,15293.0,4.39,0.75,0.12,1.88,0.34,0.12,1.78,0.79,0.49,4.987025428457122,0.5135654089382812,UK Brent Crude Oil,83.48,4.4246070822090005,0.819202801807127
2024-02-01,146.5,140.15,171.07,15293.0,4.39,0.75,0.12,1.88,0.34,0.12,1.78,0.79,0.49,4.987025428457122,0.5135654089382812,WTI Crude Oil,77.25,4.347046915777855,0.7895149583948221
2024-03-01,132.61,121.02,151.18,16292.0,3.98,0.47,0.04,1.42,0.33,0.2,1.81,0.4,0.53,4.887412489689508,0.47487350550201424,WTI Crude Oil,81.28,4.397899983830172,0.8089800780669508
2024-03-01,132.61,121.02,151.18,16292.0,3.98,0.47,0.04,1.42,0.33,0.2,1.81,0.4,0.53,4.887412489689508,0.47487350550201424,UK Brent Crude Oil,85.41,4.4474631899580555,0.8279514749868203
2024-04-01,163.74,170.7,165.57,15801.0,4.91,0.76,0.02,1.57,0.19,0.19,1.61,0.86,0.66,5.098279803948302,0.5567791079478964,WTI Crude Oil,85.35,4.4467604492404496,0.8276824856673833
2024-04-01,163.74,170.7,165.57,15801.0,4.91,0.76,0.02,1.57,0.19,0.19,1.61,0.86,0.66,5.098279803948302,0.5567791079478964,UK Brent Crude Oil,89.94,4.499142781342561,0.8477329644708219
2024-05-01,128.98,130.32,131.01,16362.0,3.87,0.55,0.04,1.68,0.49,0.15,1.41,0.74,0.45,4.859657353582231,0.4640927870591173,UK Brent Crude Oil,81.75,4.403665809777363,0.811187073561407
2024-05-01,128.98,130.32,131.01,16362.0,3.87,0.55,0.04,1.68,0.49,0.15,1.41,0.74,0.45,4.859657353582231,0.4640927870591173,WTI Crude Oil,80.02,4.382276603429089,0.8029998888504929
2024-06-01,111.69,124.75,107.7,15761.0,3.35,0.49,0.06,1.26,0.46,0.19,1.26,0.46,0.57,4.715727176552735,0.4081870725998566,WTI Crude Oil,79.77,4.379147493923038,0.8018021540168775
2024-06-01,111.69,124.75,107.7,15761.0,3.35,0.49,0.06,1.26,0.46,0.19,1.26,0.46,0.57,4.715727176552735,0.4081870725998566,UK Brent Crude Oil,82.25,4.409763389645481,0.8135210550966249
2024-07-01,91.47,93.56,94.81,16220.0,2.74,0.49,0.0,1.03,0.25,0.08,0.99,0.52,0.35,4.516011049668273,0.3306128418655742,UK Brent Crude Oil,85.15,4.444414407108697,0.826784486931035
2024-07-01,91.47,93.56,94.81,16220.0,2.74,0.49,0.0,1.03,0.25,0.08,0.99,0.52,0.35,4.516011049668273,0.3306128418655742,WTI Crude Oil,81.8,4.404277243608702,0.8114211131809311
2024-08-01,137.77,122.66,160.91,15803.0,4.13,0.74,0.04,1.32,0.17,0.12,1.59,0.93,0.56,4.925585628056508,0.4897008100854166,UK Brent Crude Oil,80.36,4.386516539946734,0.8046228169230583
2024-08-01,137.77,122.66,160.91,15803.0,4.13,0.74,0.04,1.32,0.17,0.12,1.59,0.93,0.56,4.925585628056508,0.4897008100854166,WTI Crude Oil,76.68,4.339640918177444,0.7866801514676334
2024-09-01,127.13,132.26,129.95,15368.0,3.81,0.5,0.0,1.25,0.6,0.13,1.23,0.73,0.5,4.845210184962031,0.45848118218031425,UK Brent Crude Oil,74.02,4.30433532695801,0.7731661672676138
2024-09-01,127.13,132.26,129.95,15368.0,3.81,0.5,0.0,1.25,0.6,0.13,1.23,0.73,0.5,4.845210184962031,0.45848118218031425,WTI Crude Oil,70.24,4.251917949326861,0.7531022740244412
2024-10-01,129.41,127.54,141.35,16154.0,3.88,0.79,0.02,1.2,0.6,0.06,1.26,0.79,0.38,4.862985658833579,0.4653855755962769,WTI Crude Oil,71.99,4.276527220481212,0.7625220086915901
2024-10-01,129.41,127.54,141.35,16154.0,3.88,0.79,0.02,1.2,0.6,0.06,1.26,0.79,0.38,4.862985658833579,0.4653855755962769,UK Brent Crude Oil,75.63,4.325853029867938,0.7814025368369022
2024-11-01,124.94,137.33,125.67,14196.0,3.75,0.97,0.06,1.32,0.82,0.04,1.38,0.69,0.36,4.827833622065424,0.4517317347494116,WTI Crude Oil,69.95,4.24778070111149,0.7515186521367185
2024-11-01,124.94,137.33,125.67,14196.0,3.75,0.97,0.06,1.32,0.82,0.04,1.38,0.69,0.36,4.827833622065424,0.4517317347494116,UK Brent Crude Oil,74.35,4.308783672906164,0.774868868590074
